;DMP_0.5;DMP_0.51;DMP_0.52;DMP_0.53;DMP_0.54;DMP_0.55;DMP_0.56;DMP_0.57;DMP_0.58;DMP_0.59;DMP_0.6;DMP_0.61;DMP_0.62;DMP_0.63;DMP_0.64;DMP_0.65;DMP_0.66;DMP_0.67;DMP_0.68;DMP_0.69;DMP_0.7;DMP_0.71;DMP_0.72;DMP_0.73;DMP_0.74;DMP_0.75;DMP_0.76;DMP_0.77;DMP_0.78;DMP_0.79;DMP_0.8;DMP_0.81;DMP_0.82;DMP_0.83;DMP_0.84;DMP_0.85;DMP_0.86;DMP_0.87;DMP_0.88;DMP_0.89;DMP_0.9;DMP_0.91;DMP_0.92;DMP_0.93;DMP_0.94;DMP_0.95;DMP_0.96;DMP_0.97;DMP_0.98
550;0,009901;0,011494;0,009901;0,011494;0,012821;0,009901;0,011494;0,009901;0,011494;0,011494;0,011494;0,011494;0,011494;0,012821;0,009901;0,011494;0,014085;0,011494;0,011494;0,009901;0,014085;0,011494;0,014085;0,009901;0,012821;0,012821;0,011494;0,012821;0,011494;0,011494;0,012821;0,011494;0,011494;0,011494;0,009901;0,011494;0,011494;0,011494;0,011494;0,009901;0,011494;0,009901;0,009901;0,011494;0,011494;0,011494;0,012821;0,009901;0,009901
555;0,011494;0,011494;0,011494;0,011494;0,011494;0,009901;0,011494;0,011494;0,009901;0,011494;0,011494;0,009901;0,011494;0,012821;0,009901;0,011494;0,011494;0,012821;0,011494;0,011494;0,009901;0,009901;0,009901;0,011494;0,011494;0,009901;0,009901;0,009901;0,011494;0,009901;0,011494;0,011494;0,009901;0,012821;0,009901;0,011494;0,014085;0,011494;0,012821;0,012821;0,011494;0,011494;0,009901;0,012821;0,012821;0,011494;0,011494;0,011494;0,011494
560;0,009901;0,011494;0,009901;0,011494;0,009901;0,011494;0,011494;0,011494;0,011494;0,009901;0,009901;0,009901;0,014085;0,009901;0,011494;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,012821;0,011494;0,011494;0,011494;0,011494;0,011494;0,011494;0,012821;0,009901;0,012821;0,011494;0,011494;0,011494;0,011494;0,011494;0,011494;0,012821;0,011494;0,009901;0,011494;0,015152;0,011494;0,012821;0,012821;0,011494;0,012821;0,009901;0,011494
565;0,011494;0,012821;0,012821;0,009901;0,011494;0,015152;0,011494;0,011494;0,011494;0,015152;0,011494;0,011494;0,012821;0,011494;0,011494;0,011494;0,011494;0,015152;0,011494;0,012821;0,011494;0,011494;0,012821;0,009901;0,009901;0,011494;0,009901;0,011494;0,009901;0,011494;0,012821;0,009901;0,011494;0,009901;0,012821;0,011494;0,011494;0,009901;0,011494;0,012821;0,012821;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,011494;0,011494
570;0,009901;0,009901;0,011494;0,011494;0,012821;0,011494;0,011494;0,011494;0,011494;0,011494;0,009901;0,011494;0,011494;0,009901;0,009901;0,011494;0,011494;0,011494;0,011494;0,011494;0,011494;0,009901;0,011494;0,012821;0,009901;0,011494;0,011494;0,011494;0,012821;0,011494;0,011494;0,009901;0,011494;0,011494;0,011494;0,009901;0,014085;0,011494;0,011494;0,011494;0,011494;0,012821;0,012821;0,011494;0,011494;0,011494;0,009901;0,011494;0,011494
575;0,011494;0,011494;0,011494;0,012821;0,011494;0,012821;0,009901;0,011494;0,012821;0,009901;0,012821;0,009901;0,011494;0,011494;0,012821;0,012821;0,009901;0,011494;0,011494;0,011494;0,011494;0,011494;0,012821;0,011494;0,012821;0,011494;0,012821;0,012821;0,009901;0,009901;0,012821;0,009901;0,012821;0,012821;0,011494;0,012821;0,012821;0,012821;0,011494;0,011494;0,011494;0,011494;0,011494;0,009901;0,009901;0,011494;0,014085;0,012821;0,011494
580;0,011494;0,009901;0,009901;0,009901;0,009901;0,011494;0,012821;0,009901;0,011494;0,011494;0,011494;0,012821;0,011494;0,012821;0,009901;0,009901;0,011494;0,011494;0,011494;0,011494;0,009901;0,011494;0,009901;0,009901;0,011494;0,009901;0,011494;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,012821;0,009901;0,012821;0,009901;0,012821;0,011494;0,011494;0,011494;0,009901;0,009901;0,011494;0,011494;0,012821;0,012821;0,011494
585;0,009901;0,012821;0,014085;0,011494;0,011494;0,012821;0,009901;0,012821;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,012821;0,012821;0,011494;0,011494;0,011494;0,011494;0,009901;0,012821;0,011494;0,011494;0,011494;0,011494;0,009901;0,011494;0,011494;0,011494;0,011494;0,009901;0,009901;0,011494;0,009901;0,012821;0,012821;0,009901;0,012821;0,012821;0,012821;0,011494;0,012821;0,011494;0,011494;0,012821;0,009901;0,014085;0,011494
590;0,011494;0,009901;0,009901;0,011494;0,011494;0,009901;0,011494;0,015152;0,011494;0,011494;0,011494;0,009901;0,012821;0,011494;0,009901;0,011494;0,011494;0,011494;0,011494;0,011494;0,009901;0,012821;0,009901;0,012821;0,011494;0,009901;0,009901;0,009901;0,011494;0,012821;0,011494;0,011494;0,011494;0,012821;0,012821;0,011494;0,011494;0,014085;0,009901;0,009901;0,009901;0,009901;0,014085;0,011494;0,015152;0,014085;0,009901;0,011494;0,011494
595;0,012821;0,011494;0,011494;0,011494;0,011494;0,008032;0,011494;0,009901;0,011494;0,011494;0,011494;0,009901;0,011494;0,017241;0,011494;0,011494;0,011494;0,009901;0,009901;0,011494;0,012821;0,011494;0,011494;0,011494;0,009901;0,009901;0,011494;0,011494;0,011494;0,011494;0,011494;0,011494;0,009901;0,011494;0,011494;0,011494;0,009901;0,009901;0,011494;0,011494;0,009901;0,011494;0,011494;0,009901;0,009901;0,009901;0,012821;0,012821;0,014085
600;0,009901;0,009901;0,012821;0,012821;0,009901;0,009901;0,009901;0,009901;0,012821;0,009901;0,012821;0,009901;0,011494;0,011494;0,011494;0,011494;0,011494;0,011494;0,009901;0,011494;0,011494;0,009901;0,009901;0,014085;0,009901;0,011494;0,011494;0,011494;0,011494;0,014085;0,011494;0,009901;0,009901;0,009901;0,011494;0,011494;0,012821;0,009901;0,012821;0,011494;0,009901;0,011494;0,009901;0,011494;0,009901;0,011494;0,009901;0,009901;0,009901
605;0,012821;0,011494;0,011494;0,009901;0,012821;0,011494;0,011494;0,012821;0,011494;0,011494;0,011494;0,011494;0,011494;0,012821;0,012821;0,011494;0,011494;0,012821;0,009901;0,011494;0,011494;0,009901;0,011494;0,011494;0,011494;0,011494;0,011494;0,011494;0,009901;0,011494;0,012821;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,011494;0,012821;0,009901;0,011494;0,011494;0,009901;0,009901;0,011494;0,012821;0,012821;0,011494
610;0,009901;0,011494;0,012821;0,009901;0,009901;0,009901;0,009901;0,011494;0,011494;0,011494;0,011494;0,011494;0,009901;0,011494;0,009901;0,012821;0,009901;0,009901;0,011494;0,011494;0,012821;0,008032;0,011494;0,009901;0,009901;0,009901;0,012821;0,009901;0,009901;0,012821;0,014085;0,011494;0,011494;0,012821;0,009901;0,012821;0,012821;0,011494;0,011494;0,011494;0,009901;0,011494;0,011494;0,012821;0,011494;0,009901;0,012821;0,011494;0,009901
615;0,011494;0,012821;0,011494;0,011494;0,011494;0,011494;0,011494;0,011494;0,009901;0,011494;0,011494;0,012821;0,008032;0,009901;0,011494;0,012821;0,009901;0,011494;0,012821;0,012821;0,011494;0,012821;0,012821;0,011494;0,012821;0,011494;0,012821;0,011494;0,011494;0,009901;0,009901;0,011494;0,009901;0,011494;0,011494;0,012821;0,011494;0,011494;0,012821;0,009901;0,009901;0,009901;0,011494;0,009901;0,011494;0,009901;0,009901;0,011494;0,009901
620;0,012821;0,009901;0,009901;0,011494;0,011494;0,011494;0,011494;0,009901;0,012821;0,009901;0,011494;0,009901;0,011494;0,009901;0,011494;0,011494;0,008032;0,011494;0,012821;0,011494;0,011494;0,012821;0,011494;0,014085;0,012821;0,011494;0,009901;0,009901;0,009901;0,011494;0,011494;0,009901;0,011494;0,011494;0,009901;0,011494;0,009901;0,011494;0,009901;0,011494;0,011494;0,011494;0,009901;0,012821;0,011494;0,011494;0,011494;0,011494;0,011494
625;0,009901;0,009901;0,009901;0,011494;0,009901;0,011494;0,012821;0,011494;0,012821;0,009901;0,011494;0,012821;0,009901;0,012821;0,011494;0,009901;0,009901;0,011494;0,011494;0,009901;0,012821;0,009901;0,009901;0,011494;0,011494;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,011494;0,011494;0,009901;0,011494;0,011494;0,009901;0,009901;0,012821;0,009901;0,011494;0,009901;0,011494;0,011494;0,012821;0,009901
630;0,011494;0,011494;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,011494;0,008032;0,012821;0,009901;0,012821;0,011494;0,014085;0,014085;0,012821;0,009901;0,009901;0,011494;0,009901;0,009901;0,011494;0,011494;0,011494;0,011494;0,011494;0,012821;0,011494;0,011494;0,011494;0,011494;0,012821;0,011494;0,009901;0,009901;0,011494;0,012821;0,011494;0,011494;0,014085;0,011494;0,012821;0,011494;0,011494;0,011494;0,011494;0,011494;0,012821
635;0,009901;0,011494;0,009901;0,011494;0,009901;0,011494;0,012821;0,011494;0,011494;0,011494;0,011494;0,011494;0,009901;0,011494;0,009901;0,011494;0,009901;0,009901;0,012821;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,011494;0,011494;0,009901;0,011494;0,012821;0,011494;0,009901;0,011494;0,011494;0,011494;0,011494;0,009901;0,011494;0,011494;0,011494;0,009901;0,009901;0,011494;0,011494;0,011494;0,009901;0,009901;0,009901
640;0,011494;0,011494;0,011494;0,009901;0,009901;0,012821;0,011494;0,012821;0,011494;0,009901;0,011494;0,009901;0,011494;0,009901;0,009901;0,011494;0,011494;0,009901;0,011494;0,011494;0,011494;0,011494;0,009901;0,011494;0,009901;0,011494;0,009901;0,011494;0,011494;0,011494;0,009901;0,011494;0,011494;0,011494;0,011494;0,009901;0,012821;0,011494;0,009901;0,009901;0,011494;0,009901;0,011494;0,011494;0,011494;0,012821;0,009901;0,012821;0,011494
645;0,011494;0,009901;0,009901;0,009901;0,009901;0,012821;0,011494;0,009901;0,011494;0,011494;0,009901;0,009901;0,011494;0,011494;0,012821;0,011494;0,009901;0,012821;0,011494;0,009901;0,012821;0,009901;0,012821;0,011494;0,012821;0,011494;0,012821;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,011494;0,009901;0,012821;0,011494;0,009901;0,009901;0,009901;0,009901;0,012821;0,011494;0,015152
650;0,011494;0,011494;0,009901;0,011494;0,011494;0,011494;0,009901;0,009901;0,009901;0,011494;0,009901;0,011494;0,009901;0,009901;0,012821;0,009901;0,011494;0,012821;0,011494;0,012821;0,011494;0,009901;0,011494;0,011494;0,011494;0,009901;0,009901;0,009901;0,012821;0,011494;0,012821;0,009901;0,009901;0,011494;0,011494;0,011494;0,009901;0,011494;0,015152;0,011494;0,009901;0,011494;0,008032;0,011494;0,011494;0,009901;0,011494;0,009901;0,012821
655;0,012821;0,009901;0,009901;0,011494;0,009901;0,012821;0,009901;0,011494;0,009901;0,011494;0,012821;0,009901;0,009901;0,011494;0,011494;0,012821;0,012821;0,012821;0,009901;0,012821;0,011494;0,009901;0,012821;0,012821;0,012821;0,011494;0,011494;0,012821;0,009901;0,012821;0,011494;0,009901;0,011494;0,012821;0,011494;0,009901;0,011494;0,011494;0,011494;0,011494;0,009901;0,011494;0,009901;0,011494;0,011494;0,012821;0,009901;0,011494;0,009901
660;0,012821;0,011494;0,012821;0,011494;0,009901;0,011494;0,009901;0,009901;0,011494;0,011494;0,012821;0,011494;0,011494;0,011494;0,011494;0,014085;0,012821;0,009901;0,011494;0,009901;0,014085;0,011494;0,009901;0,009901;0,009901;0,011494;0,011494;0,011494;0,011494;0,011494;0,009901;0,011494;0,011494;0,009901;0,011494;0,009901;0,009901;0,011494;0,009901;0,011494;0,009901;0,011494;0,011494;0,012821;0,009901;0,009901;0,011494;0,011494;0,011494
665;0,009901;0,011494;0,011494;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,011494;0,011494;0,011494;0,009901;0,012821;0,011494;0,011494;0,011494;0,009901;0,009901;0,009901;0,009901;0,011494;0,011494;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,011494;0,012821;0,009901;0,009901;0,011494;0,009901;0,011494;0,012821;0,011494;0,009901;0,011494;0,011494
670;0,009901;0,009901;0,009901;0,011494;0,011494;0,011494;0,011494;0,009901;0,011494;0,009901;0,009901;0,009901;0,012821;0,009901;0,009901;0,011494;0,012821;0,009901;0,009901;0,011494;0,012821;0,008032;0,012821;0,011494;0,011494;0,009901;0,012821;0,011494;0,009901;0,011494;0,011494;0,011494;0,011494;0,014085;0,009901;0,009901;0,008032;0,011494;0,011494;0,012821;0,009901;0,012821;0,011494;0,009901;0,012821;0,011494;0,011494;0,012821;0,011494
675;0,009901;0,009901;0,012821;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,011494;0,011494;0,009901;0,012821;0,009901;0,008032;0,009901;0,011494;0,011494;0,011494;0,011494;0,009901;0,011494;0,009901;0,011494;0,009901;0,014085;0,009901;0,009901;0,011494;0,009901;0,011494;0,011494;0,012821;0,012821;0,012821;0,011494;0,011494;0,011494;0,011494;0,011494;0,011494;0,012821;0,011494;0,011494;0,009901
680;0,011494;0,009901;0,011494;0,011494;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,012821;0,014085;0,009901;0,012821;0,011494;0,009901;0,009901;0,011494;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,011494;0,009901;0,012821;0,009901;0,009901;0,011494;0,011494;0,009901;0,008032;0,011494;0,009901;0,012821;0,009901;0,011494;0,011494;0,011494;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901
685;0,011494;0,009901;0,011494;0,012821;0,009901;0,009901;0,012821;0,009901;0,009901;0,008032;0,011494;0,009901;0,011494;0,012821;0,011494;0,009901;0,009901;0,009901;0,011494;0,011494;0,009901;0,011494;0,009901;0,011494;0,011494;0,011494;0,012821;0,009901;0,012821;0,009901;0,009901;0,011494;0,009901;0,009901;0,011494;0,011494;0,009901;0,011494;0,011494;0,011494;0,011494;0,009901;0,009901;0,009901;0,009901;0,011494;0,011494;0,009901;0,011494
690;0,012821;0,011494;0,009901;0,011494;0,011494;0,009901;0,011494;0,009901;0,011494;0,011494;0,009901;0,011494;0,011494;0,011494;0,011494;0,011494;0,011494;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,011494;0,011494;0,009901;0,009901;0,009901;0,009901;0,011494;0,011494;0,009901;0,011494;0,009901;0,009901;0,011494;0,011494;0,009901;0,012821;0,011494;0,011494;0,009901;0,011494;0,011494;0,009901;0,009901;0,012821
695;0,011494;0,011494;0,009901;0,011494;0,012821;0,011494;0,009901;0,009901;0,011494;0,009901;0,011494;0,009901;0,009901;0,009901;0,011494;0,011494;0,009901;0,009901;0,012821;0,009901;0,011494;0,008032;0,011494;0,011494;0,009901;0,009901;0,011494;0,011494;0,009901;0,011494;0,009901;0,009901;0,011494;0,011494;0,011494;0,009901;0,011494;0,011494;0,011494;0,009901;0,009901;0,009901;0,011494;0,011494;0,009901;0,011494;0,011494;0,009901;0,009901
700;0,011494;0,011494;0,011494;0,009901;0,011494;0,009901;0,009901;0,011494;0,008032;0,009901;0,011494;0,012821;0,011494;0,009901;0,011494;0,011494;0,009901;0,009901;0,011494;0,011494;0,011494;0,011494;0,008032;0,009901;0,011494;0,011494;0,009901;0,009901;0,012821;0,011494;0,009901;0,011494;0,011494;0,012821;0,012821;0,009901;0,011494;0,011494;0,009901;0,009901;0,011494;0,011494;0,011494;0,009901;0,011494;0,011494;0,009901;0,011494;0,011494
705;0,009901;0,011494;0,011494;0,011494;0,011494;0,011494;0,011494;0,011494;0,009901;0,012821;0,009901;0,011494;0,009901;0,011494;0,009901;0,011494;0,011494;0,011494;0,011494;0,009901;0,009901;0,011494;0,011494;0,009901;0,011494;0,009901;0,011494;0,011494;0,011494;0,011494;0,011494;0,011494;0,009901;0,011494;0,009901;0,011494;0,009901;0,012821;0,011494;0,009901;0,009901;0,009901;0,009901;0,008032;0,012821;0,009901;0,011494;0,011494;0,009901
710;0,011494;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,011494;0,011494;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,014085;0,009901;0,011494;0,011494;0,009901;0,012821;0,009901;0,011494;0,009901;0,009901;0,009901;0,011494;0,011494;0,009901;0,011494;0,011494;0,009901;0,009901;0,009901;0,011494;0,009901;0,012821;0,009901;0,011494;0,011494;0,009901;0,009901;0,009901;0,009901;0,011494;0,011494;0,011494;0,009901;0,012821
715;0,009901;0,011494;0,009901;0,011494;0,011494;0,011494;0,009901;0,011494;0,011494;0,011494;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,011494;0,014085;0,012821;0,012821;0,011494;0,009901;0,011494;0,009901;0,011494;0,009901;0,009901;0,011494;0,009901;0,012821;0,009901;0,011494;0,011494;0,009901;0,011494;0,009901;0,011494;0,009901;0,011494;0,009901;0,011494;0,009901;0,011494;0,011494;0,009901;0,012821;0,009901;0,009901;0,009901
720;0,012821;0,012821;0,009901;0,009901;0,011494;0,011494;0,011494;0,011494;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,012821;0,011494;0,011494;0,012821;0,011494;0,009901;0,009901;0,011494;0,009901;0,011494;0,009901;0,011494;0,011494;0,009901;0,011494;0,009901;0,011494;0,009901;0,009901;0,012821;0,011494;0,009901;0,009901;0,009901;0,009901;0,014085;0,011494;0,009901;0,009901;0,011494;0,009901;0,011494;0,012821;0,012821;0,009901
725;0,009901;0,011494;0,009901;0,011494;0,009901;0,012821;0,011494;0,009901;0,011494;0,011494;0,011494;0,009901;0,012821;0,011494;0,011494;0,009901;0,011494;0,009901;0,011494;0,011494;0,009901;0,011494;0,012821;0,009901;0,009901;0,009901;0,011494;0,009901;0,011494;0,012821;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,011494;0,009901;0,011494;0,009901;0,011494;0,009901
730;0,009901;0,011494;0,011494;0,008032;0,009901;0,008032;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,012821;0,009901;0,011494;0,009901;0,009901;0,012821;0,009901;0,009901;0,011494;0,009901;0,009901;0,008032;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,011494;0,011494;0,009901;0,011494;0,009901;0,009901;0,011494;0,011494;0,011494;0,011494;0,011494;0,012821;0,009901;0,011494;0,009901
735;0,009901;0,011494;0,009901;0,011494;0,009901;0,009901;0,009901;0,011494;0,011494;0,009901;0,011494;0,012821;0,011494;0,011494;0,014085;0,009901;0,009901;0,012821;0,011494;0,009901;0,011494;0,009901;0,009901;0,009901;0,012821;0,009901;0,014085;0,011494;0,011494;0,011494;0,008032;0,011494;0,009901;0,012821;0,009901;0,009901;0,009901;0,011494;0,011494;0,009901;0,009901;0,009901;0,009901;0,011494;0,011494;0,011494;0,009901;0,009901;0,011494
740;0,012821;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,011494;0,011494;0,008032;0,011494;0,011494;0,008032;0,009901;0,009901;0,009901;0,011494;0,011494;0,011494;0,009901;0,011494;0,011494;0,011494;0,012821;0,009901;0,011494;0,011494;0,009901;0,009901;0,011494;0,014085;0,011494;0,011494;0,012821;0,009901;0,009901;0,012821;0,011494;0,009901;0,011494;0,009901;0,009901;0,011494;0,011494;0,012821;0,009901;0,011494;0,009901
745;0,009901;0,009901;0,009901;0,009901;0,011494;0,011494;0,009901;0,011494;0,011494;0,011494;0,009901;0,009901;0,012821;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,011494;0,009901;0,011494;0,011494;0,011494;0,009901;0,014085;0,009901;0,009901;0,011494;0,012821;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,011494;0,011494;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901
750;0,009901;0,011494;0,011494;0,009901;0,011494;0,012821;0,011494;0,009901;0,009901;0,011494;0,011494;0,012821;0,011494;0,011494;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,011494;0,011494;0,009901;0,009901;0,009901;0,011494;0,011494;0,012821;0,011494;0,008032;0,009901;0,014085;0,011494;0,011494;0,014085;0,011494;0,009901;0,011494;0,011494;0,009901;0,011494;0,011494;0,009901;0,009901
755;0,011494;0,011494;0,009901;0,012821;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,012821;0,011494;0,011494;0,011494;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,008032;0,012821;0,012821;0,011494;0,009901;0,009901;0,011494;0,009901;0,014085;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901
760;0,009901;0,009901;0,011494;0,009901;0,012821;0,009901;0,011494;0,011494;0,011494;0,011494;0,012821;0,009901;0,011494;0,011494;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,011494;0,011494;0,011494;0,009901;0,011494;0,009901;0,011494;0,009901;0,011494;0,009901;0,008032;0,012821;0,009901;0,009901;0,009901;0,011494;0,009901;0,012821;0,009901;0,009901;0,009901
765;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,014085;0,009901;0,011494;0,011494;0,011494;0,011494;0,011494;0,011494;0,011494;0,009901;0,011494;0,009901;0,011494;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,011494;0,012821;0,011494;0,011494;0,009901;0,009901;0,011494;0,011494;0,009901;0,009901;0,011494
770;0,009901;0,011494;0,008032;0,009901;0,009901;0,009901;0,009901;0,012821;0,011494;0,009901;0,009901;0,011494;0,011494;0,011494;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,012821;0,009901;0,012821;0,009901;0,011494;0,009901;0,009901;0,009901;0,012821;0,011494;0,009901;0,009901;0,009901;0,011494;0,011494;0,009901;0,009901;0,011494;0,011494;0,009901;0,011494;0,011494;0,011494;0,009901;0,014085;0,009901;0,009901;0,011494
775;0,008032;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,011494;0,009901;0,011494;0,009901;0,012821;0,009901;0,009901;0,011494;0,012821;0,009901;0,009901;0,009901;0,012821;0,009901;0,009901;0,009901;0,009901;0,012821;0,014085;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,014085;0,011494
780;0,011494;0,011494;0,009901;0,011494;0,011494;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,011494;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,012821;0,011494;0,009901;0,009901;0,009901;0,011494;0,012821;0,009901;0,009901;0,009901;0,011494;0,009901;0,012821;0,011494;0,011494;0,011494;0,011494;0,009901;0,011494;0,011494;0,008032;0,009901;0,011494;0,011494;0,011494;0,009901;0,009901;0,009901;0,009901
785;0,011494;0,009901;0,011494;0,012821;0,009901;0,011494;0,011494;0,011494;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,011494;0,009901;0,011494;0,011494;0,009901;0,011494;0,009901;0,014085;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,011494;0,009901;0,011494;0,011494;0,009901;0,009901;0,011494;0,011494;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,011494
790;0,008032;0,009901;0,012821;0,009901;0,009901;0,011494;0,011494;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,011494;0,011494;0,011494;0,011494;0,009901;0,011494;0,009901;0,009901;0,009901;0,008032;0,011494;0,009901;0,011494;0,011494;0,009901;0,009901;0,009901;0,011494;0,009901;0,011494;0,009901;0,009901;0,009901;0,008032;0,009901;0,012821;0,008032;0,011494;0,009901;0,011494;0,011494;0,009901;0,009901;0,009901;0,011494
795;0,011494;0,009901;0,011494;0,009901;0,009901;0,009901;0,012821;0,011494;0,014085;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,012821;0,011494;0,009901;0,008032;0,011494;0,009901;0,009901;0,011494;0,011494;0,009901;0,009901;0,009901;0,009901;0,011494;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,008032;0,011494;0,011494;0,009901;0,009901;0,012821;0,012821;0,012821
800;0,011494;0,009901;0,011494;0,009901;0,009901;0,008032;0,009901;0,011494;0,008032;0,009901;0,009901;0,009901;0,011494;0,009901;0,008032;0,011494;0,011494;0,009901;0,012821;0,011494;0,009901;0,011494;0,008032;0,009901;0,011494;0,009901;0,009901;0,009901;0,014085;0,009901;0,009901;0,011494;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901
805;0,011494;0,011494;0,009901;0,011494;0,011494;0,011494;0,009901;0,011494;0,009901;0,011494;0,009901;0,011494;0,009901;0,009901;0,009901;0,012821;0,008032;0,009901;0,009901;0,009901;0,009901;0,011494;0,011494;0,009901;0,011494;0,011494;0,009901;0,009901;0,009901;0,011494;0,009901;0,008032;0,011494;0,009901;0,012821;0,009901;0,011494;0,011494;0,009901;0,009901;0,011494;0,009901;0,011494;0,011494;0,009901;0,011494;0,011494;0,011494;0,009901
810;0,012821;0,011494;0,011494;0,009901;0,011494;0,009901;0,009901;0,011494;0,009901;0,009901;0,011494;0,011494;0,009901;0,009901;0,011494;0,011494;0,008032;0,011494;0,009901;0,008032;0,009901;0,009901;0,009901;0,011494;0,012821;0,011494;0,011494;0,011494;0,009901;0,011494;0,012821;0,009901;0,011494;0,008032;0,009901;0,011494;0,009901;0,009901;0,011494;0,011494;0,011494;0,011494;0,011494;0,009901;0,009901;0,009901;0,009901;0,008032;0,011494
815;0,012821;0,009901;0,009901;0,009901;0,009901;0,008032;0,009901;0,011494;0,011494;0,011494;0,009901;0,009901;0,012821;0,009901;0,012821;0,009901;0,011494;0,011494;0,009901;0,009901;0,009901;0,011494;0,011494;0,009901;0,011494;0,009901;0,011494;0,009901;0,011494;0,011494;0,011494;0,009901;0,009901;0,012821;0,009901;0,011494;0,009901;0,011494;0,011494;0,009901;0,011494;0,009901;0,011494;0,011494;0,009901;0,008032;0,014085;0,009901;0,009901
820;0,009901;0,009901;0,011494;0,012821;0,011494;0,011494;0,011494;0,009901;0,008032;0,012821;0,009901;0,009901;0,009901;0,011494;0,011494;0,009901;0,011494;0,009901;0,011494;0,009901;0,011494;0,008032;0,009901;0,009901;0,011494;0,012821;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,012821;0,009901;0,009901;0,014085;0,009901;0,009901;0,011494;0,011494;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,008032
