;DMP_0.5;DMP_0.51;DMP_0.52;DMP_0.53;DMP_0.54;DMP_0.55;DMP_0.56;DMP_0.57;DMP_0.58;DMP_0.59;DMP_0.6;DMP_0.61;DMP_0.62;DMP_0.63;DMP_0.64;DMP_0.65;DMP_0.66;DMP_0.67;DMP_0.68;DMP_0.69;DMP_0.7;DMP_0.71;DMP_0.72;DMP_0.73;DMP_0.74;DMP_0.75;DMP_0.76;DMP_0.77;DMP_0.78;DMP_0.79;DMP_0.8;DMP_0.81;DMP_0.82;DMP_0.83;DMP_0.84;DMP_0.85;DMP_0.86;DMP_0.87;DMP_0.88;DMP_0.89;DMP_0.9;DMP_0.91;DMP_0.92;DMP_0.93;DMP_0.94;DMP_0.95;DMP_0.96;DMP_0.97;DMP_0.98
P_290;0,011765;0,009375;0,009375;0,009901;0,009901;0,009375;0,008889;0,008889;0,009901;0,009375;0,009375;0,009375;0,010377;0,008889;0,010377;0,008889;0,009375;0,010377;0,009375;0,008889;0,009375;0,008889;0,010811;0,009375;0,008889;0,010377;0,008889;0,010377;0,009375;0,008889;0,009375;0,009375;0,009375;0,009901;0,009375;0,009375;0,008235;0,010377;0,009375;0,009375;0,008889;0,008889;0,008889;0,009375;0,009901;0,008889;0,009901;0,008889;0,009375
P_295;0,009901;0,008235;0,009901;0,009375;0,009901;0,010377;0,008889;0,009901;0,009901;0,009375;0,008235;0,009901;0,010377;0,009901;0,008889;0,009901;0,009901;0,008235;0,009375;0,008889;0,008889;0,009375;0,008889;0,009901;0,008889;0,010377;0,008889;0,008889;0,008889;0,009901;0,009375;0,008889;0,008889;0,009901;0,010811;0,009375;0,009375;0,009375;0,009375;0,008235;0,009375;0,012598;0,008889;0,011304;0,009375;0,008889;0,008889;0,009901;0,009375
P_300;0,009375;0,010377;0,008889;0,008889;0,008889;0,010377;0,008889;0,010377;0,010377;0,010811;0,009375;0,009375;0,009901;0,010377;0,009375;0,008889;0,009901;0,009901;0,008235;0,009901;0,008889;0,008889;0,009901;0,008889;0,008889;0,011304;0,009375;0,008235;0,009375;0,009901;0,1;0,009375;0,008889;0,008235;0,009375;0,010377;0,010377;0,009375;0,009375;0,010377;0,008889;0,010377;0,009375;0,010377;0,009375;0,009901;0,009375;0,008889;0,009901
P_305;0,1;0,009901;0,009901;0,1;0,008235;0,009901;0,008889;0,009375;0,010377;0,008235;0,009901;0,008889;0,009375;0,009375;0,009375;0,010811;0,010377;0,009375;0,009375;0,009901;0,009901;0,008235;0,1;0,009375;0,008889;0,010811;0,008889;0,008889;0,010811;0,010377;0,008889;0,1;0,009901;0,009901;0,009375;0,009375;0,1;0,009375;0,009375;0,009375;0,009375;0,010377;0,009901;0,009901;0,009901;0,011304;0,009901;0,009901;0,011304
P_310;0,009375;0,009375;0,008889;0,009375;0,010377;0,009901;0,009375;0,009901;0,008889;0,008889;0,008889;0,009901;0,009901;0,009375;0,008889;0,008889;0,010811;0,010377;0,008889;0,010811;0,009375;0,008889;0,010377;0,008235;0,009375;0,009375;0,009901;0,008889;0,008889;0,008889;0,009901;0,009901;0,007692;0,009375;0,010377;0,010377;0,010811;0,010377;0,009901;0,008889;0,008889;0,010377;0,009901;0,009375;0,009901;0,008889;0,008889;0,009375;0,009901
P_315;0,009901;0,009375;0,008889;0,009375;0,009901;0,008889;0,1;0,008889;0,009375;0,008235;0,009375;0,010377;0,008235;0,009375;0,008889;0,008889;0,009375;0,008889;0,1;0,009901;0,009375;0,008235;0,010377;0,008235;0,009901;0,008889;0,008889;0,008889;0,009375;0,009375;0,008889;0,010377;0,009901;0,008235;0,008889;0,008889;0,008235;0,009901;0,009901;0,009375;0,010811;0,010811;0,010377;0,009901;0,009901;0,008889;0,009901;0,008889;0,008235
P_320;0,010377;0,010811;0,009901;0,009375;0,009375;0,008889;0,009901;0,009901;0,010377;0,008889;0,009375;0,008235;0,008889;0,009375;0,009375;0,009901;0,009375;0,009375;0,009375;0,009375;0,010377;0,008235;0,008235;0,1;0,008889;0,009901;0,009375;0,008235;0,008889;0,008889;0,009375;0,009901;0,008889;0,008889;0,010377;0,008235;0,008889;0,009375;0,009901;0,009375;0,009375;0,008889;0,008889;0,010377;0,009375;0,012195;0,008889;0,009901;0,008889
P_325;0,009375;0,009375;0,009375;0,008235;0,008889;0,008889;0,010811;0,008889;0,009375;0,010377;0,008235;0,009375;0,009901;0,008235;0,009901;0,008889;0,009375;0,009375;0,009375;0,009901;0,009901;0,010811;0,007692;0,008235;0,008235;0,010377;0,008889;0,008235;0,008889;0,009375;0,009375;0,009375;0,008889;0,008235;0,009375;0,009375;0,008889;0,009901;0,008235;0,1;0,009375;0,009375;0,007692;0,1;0,009901;0,009901;0,010811;0,1;0,009901
P_330;0,010377;0,008889;0,009901;0,009375;0,009901;0,010377;0,008889;0,008235;0,011304;0,008889;0,008889;0,1;0,1;0,1;0,009375;0,008889;0,008889;0,008889;0,008889;0,009375;0,008889;0,009375;0,009901;0,008235;0,009375;0,012195;0,009375;0,008889;0,009375;0,009901;0,008889;0,007692;0,008889;0,008889;0,008889;0,009901;0,008889;0,008235;0,008889;0,009375;0,008235;0,010377;0,008889;0,009375;0,008889;0,008235;0,010377;0,011304;0,008235
P_335;0,009901;0,008889;0,008235;0,009375;0,008235;0,008889;0,009901;0,008235;0,009375;0,008235;0,008235;0,009901;0,008235;0,009375;0,009375;0,008889;0,008889;0,010377;0,010377;0,011304;0,010377;0,008235;0,009901;0,009375;0,008235;0,008889;0,008889;0,008889;0,009901;0,009901;0,008889;0,008889;0,009375;0,008235;0,009901;0,009901;0,009375;0,009901;0,011304;0,009375;0,008889;0,009901;0,008889;0,008235;0,008235;0,010377;0,007692;0,010811;0,008235
P_340;0,008235;0,009375;0,009375;0,009901;0,009901;0,008889;0,008235;0,008235;0,008235;0,008235;0,009375;0,009901;0,009375;0,009375;0,009375;0,007692;0,009375;0,010377;0,008889;0,008235;0,008889;0,008235;0,009375;0,008235;0,008889;0,008889;0,008889;0,008235;0,008889;0,009901;0,009901;0,008889;0,008889;0,008889;0,009375;0,009375;0,008235;0,008889;0,008889;0,008889;0,009901;0,009375;0,010377;0,009375;0,008235;0,009375;0,008889;0,012195;0,009375
P_345;0,009375;0,008889;0,010811;0,008889;0,008889;0,008235;0,008235;0,008889;0,008235;0,009901;0,008235;0,008235;0,008889;0,008889;0,009375;0,010811;0,008889;0,009901;0,010377;0,009375;0,009901;0,008889;0,009375;0,008889;0,008889;0,009375;0,008235;0,008889;0,009375;0,009375;0,009901;0,010811;0,008889;0,008235;0,009375;0,010377;0,008889;0,008235;0,010377;0,009901;0,008889;0,009375;0,010811;0,008889;0,009901;0,010811;0,009375;0,009375;0,008889
P_350;0,009375;0,008889;0,008889;0,008889;0,009375;0,008235;0,008889;0,009375;0,008235;0,008235;0,008889;0,009901;0,010377;0,009901;0,009901;0,008235;0,008889;0,008889;0,008235;0,008889;0,008889;0,008889;0,008235;0,008889;0,008889;0,008889;0,009375;0,1;0,008889;0,008235;0,009375;0,008235;0,008235;0,008889;0,009375;0,008889;0,009901;0,008889;0,008889;0,009901;0,008235;0,009375;0,008235;0,008235;0,008235;0,008889;0,008889;0,008889;0,009375
P_355;0,008235;0,009901;0,008889;0,007692;0,008235;0,007692;0,008235;0,009901;0,009375;0,008889;0,009375;0,008889;0,008889;0,007692;0,008889;0,008889;0,009375;0,008889;0,008235;0,008889;0,008889;0,008889;0,007692;0,008889;0,008889;0,009901;0,009375;0,008235;0,008235;0,009375;0,008235;0,007692;0,1;0,008235;0,008235;0,008889;0,008235;0,008889;0,009901;0,009375;0,008889;0,010377;0,008889;0,008235;0,008889;0,008889;0,009375;0,008889;0,008235
P_360;0,008235;0,008889;0,008889;0,008889;0,008889;0,009375;0,009901;0,007692;0,009375;0,009375;0,009375;0,008889;0,006944;0,008889;0,008235;0,008235;0,008889;0,009901;0,008889;0,009901;0,009375;0,009375;0,008235;0,009375;0,010811;0,008889;0,008235;0,008889;0,009375;0,008889;0,008235;0,008889;0,010377;0,009375;0,008889;0,007692;0,008235;0,008889;0,007692;0,008889;0,008889;0,009375;0,009375;0,009901;0,008889;0,008235;0,009375;0,008235;0,008889
P_365;0,009375;0,008889;0,008889;0,009375;0,008889;0,008889;0,009375;0,007692;0,008889;0,009375;0,009375;0,008889;0,009901;0,008889;0,008235;0,009375;0,008235;0,008235;0,008889;0,009375;0,009375;0,009901;0,009375;0,010377;0,009901;0,008235;0,008889;0,007692;0,008889;0,008235;0,008235;0,009375;0,008235;0,008889;0,008889;0,008889;0,009375;0,008235;0,009901;0,009375;0,010377;0,009375;0,009375;0,008235;0,008235;0,009375;0,010377;0,008889;0,009375
P_370;0,007692;0,008889;0,011765;0,008889;0,008889;0,008889;0,008235;0,009375;0,009901;0,009375;0,008889;0,007692;0,008889;0,008889;0,008889;0,008889;0,009375;0,008889;0,007692;0,009375;0,009375;0,010811;0,009901;0,008235;0,007692;0,008889;0,009901;0,007692;0,008235;0,007692;0,008889;0,008889;0,007692;0,008889;0,008889;0,008889;0,008889;0,008889;0,009901;0,008889;0,008235;0,009901;0,009901;0,008889;0,008235;0,009375;0,008235;0,010377;0,009375
P_375;0,008889;0,009901;0,008235;0,007692;0,008889;0,007692;0,009375;0,008889;0,008889;0,008235;0,008235;0,009375;0,008889;0,009901;0,008235;0,010377;0,008889;0,007692;0,008235;0,008889;0,008889;0,007692;0,008889;0,008889;0,008889;0,009375;0,008235;0,008235;0,008235;0,008889;0,008235;0,008889;0,008889;0,008889;0,007692;0,008889;0,009375;0,009901;0,008889;0,008235;0,008889;0,008235;0,009901;0,008889;0,008235;0,008889;0,008889;0,008889;0,008889
P_380;0,008889;0,008235;0,007692;0,008889;0,008235;0,008889;0,010811;0,008235;0,009901;0,007692;0,008235;0,009375;0,010377;0,008889;0,008889;0,006944;0,008235;0,008235;0,007692;0,008889;0,010377;0,008235;0,009375;0,008889;0,008889;0,009375;0,009375;0,008235;0,008889;0,008889;0,008889;0,010377;0,008235;0,008235;0,010377;0,009375;0,009901;0,009375;0,008889;0,007692;0,008889;0,008889;0,010377;0,008235;0,008889;0,008889;0,008889;0,008235;0,008235
P_385;0,008889;0,008235;0,011304;0,008889;0,008889;0,008235;0,010377;0,008235;0,009375;0,009375;0,008889;0,008889;0,009375;0,007692;0,008235;0,008235;0,008889;0,1;0,008889;0,007692;0,008889;0,008235;0,007692;0,008889;0,008235;0,008235;0,007692;0,009375;0,008235;0,008889;0,009375;0,008889;0,008235;0,008889;0,007692;0,008235;0,008235;0,008889;0,008889;0,1;0,008889;0,009375;0,007692;0,008889;0,010811;0,008235;0,008889;0,007692;0,009375
P_390;0,008889;0,008889;0,009375;0,008235;0,008235;0,008235;0,008235;0,008235;0,008889;0,009901;0,008235;0,007692;0,008889;0,008235;0,008889;0,007692;0,008235;0,009375;0,007692;0,009901;0,008889;0,008235;0,008889;0,008235;0,008889;0,008235;0,007692;0,008889;0,010377;0,008889;0,007692;0,008235;0,008235;0,009901;0,009375;0,009375;0,008235;0,008235;0,008235;0,008235;0,008235;0,008889;0,1;0,008235;0,007692;0,008235;0,008235;0,008889;0,008235
P_395;0,009375;0,007692;0,008235;0,008889;0,008235;0,007692;0,008235;0,008235;0,007692;0,008235;0,007692;0,007692;0,008889;0,008889;0,009375;0,008889;0,007692;0,008889;0,008889;0,008889;0,008889;0,008235;0,008235;0,008889;0,1;0,008889;0,009375;0,009375;0,008235;0,008235;0,009375;0,006944;0,008889;0,008235;0,008889;0,009901;0,008889;0,008889;0,008235;0,008889;0,007692;0,008235;0,007692;0,008235;0,007692;0,007692;0,008889;0,008235;0,008889
P_400;0,008235;0,009901;0,008235;0,008889;0,007692;0,008889;0,008235;0,009375;0,008235;0,009375;0,007692;0,007692;0,009901;0,008235;0,008235;0,008235;0,009375;0,008235;0,008889;0,010377;0,008889;0,008235;0,009375;0,008889;0,008889;0,008235;0,008235;0,009901;0,008235;0,008889;0,008235;0,008889;0,007692;0,009375;0,008235;0,1;0,008235;0,008889;0,008235;0,008889;0,010811;0,008889;0,008235;0,008235;0,008235;0,009375;0,008235;0,008889;0,008235
P_405;0,008889;0,007692;0,008235;0,009375;0,008235;0,009901;0,008235;0,008889;0,008235;0,008889;0,007692;0,008235;0,008235;0,008235;0,008235;0,008235;0,008889;0,007692;0,1;0,009375;0,008235;0,008235;0,008889;0,009375;0,008889;0,008889;0,007692;0,008889;0,008235;0,008235;0,008889;0,008235;0,008889;0,008235;0,007692;0,008235;0,007692;0,008235;0,008235;0,008235;0,008235;0,007692;0,008889;0,008235;0,1;0,008889;0,008235;0,008235;0,007692
P_410;0,007692;0,008235;0,008235;0,008889;0,008889;0,008235;0,008235;0,008235;0,008235;0,008889;0,009375;0,008889;0,009901;0,009901;0,009901;0,007692;0,006944;0,007692;0,009375;0,008235;0,008889;0,008889;0,008235;0,008235;0,008235;0,008889;0,009375;0,008235;0,009375;0,008889;0,008889;0,007692;0,008235;0,009375;0,007692;0,008235;0,007692;0,008235;0,007692;0,008235;0,007692;0,009375;0,008235;0,008889;0,010377;0,007692;0,007692;0,008889;0,009375
P_415;0,008235;0,009375;0,009375;0,009375;0,007692;0,008235;0,008235;0,007692;0,009375;0,009375;0,008235;0,007692;0,008889;0,008889;0,008235;0,008889;0,008235;0,008889;0,007692;0,008235;0,007692;0,008889;0,008889;0,008235;0,008889;0,007692;0,007692;0,008889;0,008889;0,008235;0,009375;0,007692;0,008889;0,008235;0,009375;0,008235;0,007692;0,008889;0,008235;0,008235;0,009375;0,007692;0,009375;0,009375;0,008235;0,008235;0,008889;0,008235;0,008889
P_420;0,008235;0,008889;0,007692;0,007692;0,009375;0,008889;0,008889;0,008235;0,008889;0,007692;0,008235;0,009375;0,006944;0,008235;0,008235;0,008235;0,008235;0,008889;0,008235;0,008235;0,007692;0,009375;0,008235;0,008889;0,008235;0,008235;0,008235;0,008889;0,008889;0,008889;0,008889;0,009375;0,008235;0,007692;0,009901;0,008235;0,008889;0,008889;0,006944;0,008235;0,008235;0,008235;0,009375;0,007692;0,008889;0,007692;0,008235;0,009375;0,008235
P_425;0,008889;0,008235;0,007692;0,008235;0,008889;0,008235;0,008235;0,008235;0,008889;0,008889;0,009375;0,008235;0,008235;0,007692;0,008235;0,009901;0,008235;0,008889;0,007692;0,007692;0,009375;0,007692;0,008235;0,007692;0,008235;0,007692;0,008235;0,009375;0,009375;0,008235;0,007692;0,009901;0,007692;0,007692;0,008235;0,008889;0,008235;0,008889;0,009375;0,008889;0,008889;0,008235;0,008235;0,008235;0,008889;0,008889;0,008235;0,008235;0,009375
P_430;0,009375;0,007692;0,1;0,008889;0,008889;0,007692;0,007692;0,008235;0,008889;0,007692;0,007692;0,007692;0,008889;0,008889;0,008235;0,008889;0,007692;0,007692;0,008235;0,008235;0,008889;0,008889;0,007692;0,009375;0,008889;0,1;0,007692;0,007692;0,008235;0,007692;0,007692;0,007692;0,008235;0,008889;0,007692;0,009375;0,008235;0,008889;0,008889;0,008235;0,007692;0,007692;0,008235;0,008235;0,009375;0,007692;0,008889;0,009375;0,007692
P_435;0,009375;0,008889;0,007692;0,007692;0,007692;0,008235;0,008889;0,1;0,008889;0,008235;0,007692;0,008235;0,009375;0,008235;0,007692;0,008235;0,007692;0,008889;0,008889;0,008889;0,008235;0,006944;0,007692;0,008235;0,008235;0,007692;0,007692;0,008889;0,007692;0,007692;0,008235;0,008889;0,008235;0,007692;0,008235;0,008889;0,007692;0,007692;0,008235;0,008235;0,009901;0,008235;0,007692;0,007692;0,009901;0,008235;0,007692;0,007692;0,008235
P_440;0,008235;0,007692;0,008235;0,007692;0,008235;0,008235;0,008235;0,007692;0,007692;0,008889;0,008235;0,008235;0,009901;0,008889;0,008235;0,007692;0,008889;0,006944;0,006944;0,008889;0,008889;0,008235;0,008235;0,007692;0,008235;0,008235;0,008235;0,008889;0,008889;0,008235;0,007692;0,008235;0,008235;0,008235;0,007692;0,008235;0,009901;0,008235;0,008235;0,007692;0,006944;0,008889;0,008235;0,007692;0,008235;0,008235;0,008889;0,007692;0,008889
P_445;0,008235;0,008889;0,009901;0,008235;0,008235;0,008235;0,009901;0,007692;0,009375;0,008235;0,008235;0,010377;0,008889;0,008235;0,008235;0,009375;0,008235;0,008889;0,008235;0,006944;0,009375;0,007692;0,008235;0,009375;0,008235;0,008235;0,006944;0,008889;0,009375;0,009375;0,008889;0,009375;0,007692;0,008889;0,008235;0,007692;0,008889;0,009375;0,008235;0,008235;0,008235;0,007692;0,008889;0,008235;0,008889;0,008889;0,008235;0,007692;0,007692
P_450;0,008235;0,007692;0,007692;0,008235;0,007692;0,009375;0,009375;0,008235;0,007692;0,008235;0,009375;0,008889;0,008235;0,007692;0,007692;0,007692;0,008235;0,008235;0,008235;0,008235;0,008889;0,008235;0,007692;0,008235;0,008235;0,008235;0,007692;0,007692;0,008889;0,007692;0,008235;0,007692;0,009375;0,009375;0,008235;0,007692;0,008235;0,006944;0,008889;0,008889;0,008889;0,008889;0,008235;0,006944;0,008235;0,008235;0,008235;0,010377;0,009375
P_455;0,006944;0,008235;0,007692;0,008235;0,008235;0,008235;0,008235;0,007692;0,009375;0,008235;0,008889;0,008235;0,006944;0,007692;0,007692;0,007692;0,009375;0,007692;0,008235;0,008235;0,007692;0,006944;0,008235;0,008235;0,007692;0,006944;0,009375;0,008235;0,008235;0,007692;0,008235;0,007692;0,007692;0,008235;0,007692;0,007692;0,008235;0,008235;0,008235;0,009901;0,008889;0,007692;0,007692;0,007692;0,006944;0,007692;0,008889;0,007692;0,007692
P_460;0,008235;0,007692;0,007692;0,008235;0,007692;0,007692;0,008889;0,008235;0,007692;0,008889;0,008889;0,007692;0,008235;0,007692;0,009901;0,008889;0,009375;0,008235;0,007692;0,006944;0,007692;0,008889;0,008235;0,007692;0,008235;0,007692;0,008235;0,007692;0,008235;0,008889;0,006944;0,007692;0,008235;0,009375;0,006944;0,008889;0,007692;0,007692;0,008889;0,007692;0,008889;0,007692;0,008889;0,008235;0,006944;0,006944;0,009901;0,008235;0,008889
P_465;0,007692;0,008235;0,007692;0,007692;0,008889;0,008889;0,008889;0,008889;0,009901;0,008889;0,007692;0,008235;0,008235;0,008889;0,008235;0,008235;0,008235;0,007692;0,008235;0,007692;0,008235;0,006944;0,007692;0,008235;0,010377;0,008235;0,008235;0,007692;0,007692;0,006944;0,006944;0,007692;0,008235;0,008235;0,007692;0,009375;0,008235;0,007692;0,008235;0,008235;0,006944;0,008235;0,006944;0,007692;0,008889;0,008889;0,008889;0,008889;0,008235
P_470;0,008235;0,007692;0,007692;0,007692;0,008235;0,008889;0,006944;0,007692;0,007692;0,008889;0,008235;0,007692;0,008235;0,008889;0,007692;0,009375;0,006944;0,007692;0,1;0,008235;0,009375;0,007692;0,008235;0,007692;0,008235;0,007692;0,008235;0,008235;0,007692;0,007692;0,007692;0,007692;0,007692;0,007692;0,007692;0,008235;0,008235;0,008235;0,007692;0,008889;0,008889;0,008889;0,006944;0,006944;0,008235;0,007692;0,009375;0,007692;0,008235
P_475;0,006944;0,008235;0,006944;0,006944;0,008235;0,006944;0,009375;0,008235;0,007692;0,007692;0,008235;0,008235;0,008235;0,008235;0,008889;0,007692;0,007692;0,007692;0,007692;0,007692;0,007692;0,006944;0,008235;0,008889;0,007692;0,007692;0,007692;0,007692;0,007692;0,008235;0,007692;0,008235;0,006944;0,008889;0,007692;0,008235;0,1;0,008235;0,007692;0,008889;0,007692;0,006944;0,008235;0,008235;0,008889;0,008889;0,007692;0,009901;0,007692
P_480;0,007692;0,007692;0,009375;0,007692;0,008235;0,007692;0,008235;0,009375;0,008235;0,007692;0,008235;0,008235;0,007692;0,007692;0,008235;0,008889;0,008235;0,007692;0,006944;0,008235;0,008235;0,007692;0,008235;0,009375;0,007692;0,007692;0,008235;0,007692;0,008889;0,007692;0,007692;0,006944;0,006944;0,007692;0,007692;0,008889;0,008235;0,008235;0,007692;0,006944;0,007692;0,007692;0,008235;0,007692;0,008889;0,008889;0,007692;0,1;0,007692
P_485;0,006944;0,006944;0,007692;0,008235;0,007692;0,009375;0,007692;0,006944;0,007692;0,008235;0,007692;0,006944;0,008889;0,007692;0,007692;0,008235;0,007692;0,006944;0,008889;0,007692;0,008235;0,007692;0,008235;0,009375;0,009375;0,008235;0,006944;0,008235;0,006944;0,006944;0,007692;0,007692;0,007692;0,008235;0,008889;0,008235;0,008889;0,008889;0,007692;0,008235;0,007692;0,007692;0,006944;0,008235;0,008235;0,009901;0,008235;0,008889;0,007692
P_490;0,007692;0,008235;0,007692;0,008235;0,008235;0,008889;0,008235;0,008889;0,008235;0,008235;0,007692;0,007692;0,008235;0,006944;0,007692;0,006944;0,1;0,008235;0,008235;0,007692;0,008889;0,008235;0,007692;0,009901;0,007692;0,008235;0,008889;0,007692;0,008235;0,006944;0,008235;0,008235;0,007692;0,006944;0,008235;0,007692;0,007692;0,008235;0,008235;0,008235;0,009375;0,008235;0,008889;0,009901;0,008889;0,007692;0,007692;0,008235;0,007692
P_495;0,00625;0,007692;0,008235;0,008235;0,007692;0,007692;0,007692;0,007692;0,006944;0,009375;0,006944;0,008889;0,007692;0,007692;0,008235;0,007692;0,007692;0,008235;0,007692;0,008235;0,007692;0,007692;0,007692;0,007692;0,008235;0,007692;0,008235;0,006944;0,008235;0,009375;0,006944;0,008235;0,007692;0,008235;0,007692;0,009901;0,008235;0,007692;0,007692;0,007692;0,007692;0,008235;0,008235;0,007692;0,007692;0,006944;0,007692;0,006944;0,008235
P_500;0,006944;0,007692;0,008235;0,008235;0,008235;0,008889;0,008235;0,008889;0,008889;0,009375;0,007692;0,007692;0,007692;0,006944;0,007692;0,009375;0,008235;0,006944;0,007692;0,008889;0,007692;0,007692;0,007692;0,008235;0,007692;0,008889;0,006944;0,008235;0,007692;0,009375;0,008889;0,008235;0,007692;0,007692;0,006944;0,007692;0,008235;0,008235;0,008235;0,008235;0,006944;0,007692;0,008235;0,008235;0,008889;0,008235;0,006944;0,007692;0,006944
P_505;0,007692;0,007692;0,008235;0,008889;0,007692;0,008235;0,007692;0,008235;0,008235;0,006944;0,006944;0,009901;0,007692;0,007692;0,008889;0,008235;0,006944;0,007692;0,008235;0,008235;0,007692;0,007692;0,009375;0,009375;0,007692;0,008235;0,008235;0,007692;0,008235;0,008235;0,007692;0,008235;0,008889;0,007692;0,007692;0,007692;0,008889;0,010811;0,008235;0,007692;0,007692;0,007692;0,008235;0,007692;0,007692;0,008235;0,006944;0,006944;0,006944
P_510;0,007692;0,008235;0,006944;0,007692;0,007692;0,007692;0,007692;0,006944;0,007692;0,006944;0,008235;0,007692;0,007692;0,008889;0,008235;0,006944;0,007692;0,008889;0,008235;0,008235;0,006944;0,008235;0,008235;0,007692;0,008235;0,006944;0,007692;0,008235;0,008235;0,007692;0,009375;0,006944;0,007692;0,007692;0,007692;0,007692;0,006944;0,008235;0,007692;0,007692;0,008235;0,008889;0,008235;0,007692;0,008235;0,007692;0,007692;0,006944;0,007692
P_515;0,008235;0,006944;0,008889;0,008889;0,008235;0,007692;0,008235;0,007692;0,008889;0,007692;0,008889;0,007692;0,006944;0,007692;0,007692;0,008889;0,008889;0,008235;0,007692;0,007692;0,006944;0,007692;0,007692;0,007692;0,007692;0,006944;0,006944;0,008235;0,008235;0,008889;0,008889;0,008235;0,008235;0,007692;0,008889;0,008235;0,007692;0,006944;0,007692;0,007692;0,007692;0,008889;0,006944;0,008235;0,007692;0,006944;0,006944;0,007692;0,007692
P_520;0,006944;0,007692;0,006944;0,007692;0,007692;0,007692;0,006944;0,006944;0,007692;0,008235;0,008235;0,007692;0,008235;0,008235;0,007692;0,007692;0,007692;0,006944;0,006944;0,008235;0,008889;0,007692;0,007692;0,006944;0,006944;0,006944;0,008235;0,006944;0,007692;0,009375;0,008889;0,007692;0,007692;0,007692;0,008235;0,008889;0,007692;0,007692;0,008235;0,007692;0,006944;0,006944;0,008235;0,008235;0,009901;0,00625;0,008235;0,006944;0,008235
P_525;0,006944;0,008235;0,007692;0,007692;0,007692;0,008235;0,007692;0,006944;0,007692;0,007692;0,006944;0,007692;0,007692;0,008235;0,008889;0,007692;0,008889;0,006944;0,007692;0,006944;0,007692;0,007692;0,008235;0,006944;0,008235;0,007692;0,007692;0,007692;0,006944;0,008235;0,007692;0,007692;0,006944;0,007692;0,008235;0,008889;0,008235;0,007692;0,007692;0,007692;0,006944;0,008235;0,007692;0,006944;0,007692;0,007692;0,007692;0,008889;0,007692
P_530;0,008235;0,007692;0,006944;0,006944;0,006944;0,008235;0,006944;0,007692;0,008889;0,007692;0,007692;0,007692;0,007692;0,007692;0,007692;0,007692;0,008889;0,008889;0,006944;0,008235;0,007692;0,008235;0,007692;0,006944;0,007692;0,008235;0,007692;0,006944;0,008889;0,007692;0,007692;0,007692;0,008889;0,007692;0,006944;0,007692;0,007692;0,006944;0,007692;0,008235;0,006944;0,007692;0,007692;0,006944;0,007692;0,008235;0,009375;0,006944;0,008235
P_535;0,007692;0,008889;0,007692;0,006944;0,007692;0,008235;0,009375;0,007692;0,007692;0,007692;0,007692;0,008235;0,007692;0,007692;0,006944;0,006944;0,008889;0,008235;0,007692;0,008889;0,007692;0,007692;0,007692;0,007692;0,006944;0,008235;0,006944;0,007692;0,006944;0,007692;0,007692;0,007692;0,008889;0,008889;0,008235;0,007692;0,006944;0,006944;0,007692;0,009375;0,007692;0,007692;0,008889;0,007692;0,006944;0,007692;0,008889;0,007692;0,007692
P_540;0,006944;0,006944;0,007692;0,007692;0,008235;0,007692;0,006944;0,008235;0,008889;0,007692;0,007692;0,007692;0,007692;0,006944;0,007692;0,007692;0,006944;0,008235;0,007692;0,008235;0,008235;0,007692;0,006944;0,007692;0,007692;0,007692;0,007692;0,007692;0,007692;0,007692;0,007692;0,007692;0,006944;0,007692;0,008235;0,006944;0,008235;0,008235;0,007692;0,008235;0,008235;0,008889;0,007692;0,007692;0,008889;0,006944;0,008889;0,008235;0,007692
P_545;0,007692;0,007692;0,007692;0,006944;0,006944;0,007692;0,006944;0,00625;0,008235;0,008889;0,007692;0,008235;0,006944;0,007692;0,008235;0,008889;0,008235;0,008235;0,008235;0,007692;0,007692;0,006944;0,008889;0,008235;0,007692;0,008235;0,008235;0,1;0,007692;0,008235;0,007692;0,008235;0,006944;0,006944;0,007692;0,008889;0,008235;0,008235;0,007692;0,006944;0,007692;0,007692;0,008889;0,007692;0,006944;0,007692;0,006944;0,006944;0,00625
P_550;0,007692;0,008889;0,008235;0,008889;0,008235;0,006944;0,007692;0,007692;0,007692;0,006944;0,008235;0,006944;0,007692;0,007692;0,007692;0,008235;0,007692;0,007692;0,008235;0,008235;0,007692;0,007692;0,007692;0,007692;0,008889;0,007692;0,008235;0,007692;0,007692;0,006944;0,007692;0,007692;0,007692;0,006944;0,009375;0,008889;0,008235;0,007692;0,007692;0,008235;0,007692;0,008235;0,008235;0,008235;0,008235;0,008235;0,007692;0,007692;0,007692
P_555;0,008889;0,008235;0,007692;0,007692;0,006944;0,006944;0,007692;0,006944;0,007692;0,007692;0,008235;0,008889;0,008889;0,008235;0,008235;0,008235;0,006944;0,006944;0,006944;0,006944;0,007692;0,006944;0,008889;0,008889;0,00625;0,007692;0,006944;0,006944;0,007692;0,006944;0,008889;0,008235;0,007692;0,006944;0,006944;0,007692;0,007692;0,006944;0,008889;0,007692;0,006944;0,007692;0,006944;0,006944;0,007692;0,007692;0,008235;0,006944;0,007692
