;DMP_0.5;DMP_0.51;DMP_0.52;DMP_0.53;DMP_0.54;DMP_0.55;DMP_0.56;DMP_0.57;DMP_0.58;DMP_0.59;DMP_0.6;DMP_0.61;DMP_0.62;DMP_0.63;DMP_0.64;DMP_0.65;DMP_0.66;DMP_0.67;DMP_0.68;DMP_0.69;DMP_0.7;DMP_0.71;DMP_0.72;DMP_0.73;DMP_0.74;DMP_0.75;DMP_0.76;DMP_0.77;DMP_0.78;DMP_0.79;DMP_0.8;DMP_0.81;DMP_0.82;DMP_0.83;DMP_0.84;DMP_0.85;DMP_0.86;DMP_0.87;DMP_0.88;DMP_0.89;DMP_0.9;DMP_0.91;DMP_0.92;DMP_0.93;DMP_0.94;DMP_0.95;DMP_0.96;DMP_0.97;DMP_0.98
P_60;0,023967;0,027698;0,021395;0,023176;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,026136;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,02375;0,024597;0,1;0,1;0,1;0,1;0,022944;0,025954;0,026136;0,1;0,028322;0,02418;0,1;0,1;0,1
P_65;0,022944;0,022072;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,022072;0,021395;0,023305;0,1;0,1;0,023176;0,1;0,1;0,1;0,1;0,1;0,024597;0,02418;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,022222;0,021395;0,029766;0,0248;0,026316;0,025;0,027106;0,023967;0,1;0,025;0,023176;0,0248
P_70;0,1;0,1;0,1;0,1;0,022707;0,1;0,021818;0,02156;0,0199;0,021127;0,021395;0,022944;0,022944;0,02375;0,1;0,1;0,1;0,1;0,02156;0,022072;0,1;0,022944;0,021127;0,022467;0,022222;0,021818;0,021395;0,022467;0,02156;0,1;0,1;0,1;0,1;0,1;0,1;0,022222;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1
P_75;0,1;0,1;0,1;0,1;0,1;0,019388;0,020853;0,020673;0,020388;0,021818;0,1;0,1;0,02156;0,020673;0,019697;0,019697;0,020853;0,019388;0,0199;0,021395;0,019697;0,021127;0,021818;0,1;0,1;0,1;0,020197;0,019388;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1
P_80;0,019697;0,018033;0,019171;0,021818;0,1;0,1;0,1;0,020197;0,018033;0,017241;0,018617;0,019388;0,1;0,1;0,1;0,1;0,1;0,1;0,018848;0,018378;0,020388;0,0199;0,020388;0,019171;0,1;0,1;0,1;0,1;0,021395;0,020673;0,1;0,1;0,1;0,1;0,020673;0,018033;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,018848
P_85;0,018378;0,019171;0,018378;0,017778;0,017778;0,020673;0,018378;0,016364;0,018033;0,1;0,1;0,1;0,1;0,1;0,017778;0,017778;0,018378;0,1;0,1;0,1;0,022467;0,1;0,1;0,018378;0,020673;0,018617;0,018848;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,020197;0,019171;0,018617;0,1;0,1;0,1;0,1;0,018617;0,017778;0,1;0,1;0,1;0,1
P_90;0,1;0,1;0,017514;0,1;0,1;0,1;0,1;0,017514;0,016667;0,018033;0,015723;0,019388;0,016667;0,1;0,1;0,017514;0,1;0,1;0,1;0,1;0,1;0,018848;0,017241;0,019388;0,017778;0,021127;0,019171;0,018378;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,018617;0,1;0,019171;0,018848;0,018848;0,017514;0,020388;0,019171;0,017778;0,018033;0,021127;0,018378;0,1;0,1
P_95;0,016959;0,015723;0,017514;0,017778;0,016364;0,1;0,1;0,017778;0,017241;0,017778;0,019171;0,016959;0,016667;0,1;0,017778;0,018378;0,018617;0,016959;0,019697;0,016667;0,019697;0,017778;0,018378;0,016667;0,016959;0,017778;0,018378;0,1;0,1;0,1;0,1;0,016667;0,018617;0,017778;0,1;0,1;0,1;0,1;0,1;0,1;0,018617;0,018378;0,017514;0,017241;0,016959;0,016364;0,018617;0,016959;0,016667
P_100;0,1;0,016667;0,018617;0,016364;0,016667;0,016667;0,016959;0,016364;0,018033;0,020673;0,016049;0,016049;0,1;0,1;0,1;0,1;0,016364;0,018033;0,016364;0,017514;0,1;0,017241;0,016364;0,017514;0,018033;0,016667;0,016049;0,016049;0,018033;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,018378;0,016364;0,017241;0,017241;0,017241;0,016364;0,018617;0,016667;0,016959;0,017778;0,017241;0,016667
P_105;0,016364;0,015033;0,016959;0,1;0,1;0,1;0,1;0,1;0,1;0,016667;0,015723;0,016049;0,017514;0,015033;0,015385;0,018033;0,1;0,1;0,017514;0,016667;0,016049;0,016364;0,014765;0,016049;0,014765;0,018378;0,1;0,1;0,1;0,1;0,1;0,016364;0,014384;0,015385;0,016667;0,015385;0,018617;0,016049;0,014765;0,016959;0,014765;0,017514;0,016959;0,018617;0,015033;0,015033;0,018848;0,016364;0,1
P_110;0,016364;0,016049;0,014384;0,016667;0,015033;0,016364;0,016667;0,015033;0,016364;0,014085;0,016049;0,015723;0,015385;0,015033;0,017514;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,014765;0,015723;0,016959;0,016364;0,017241;0,014765;0,1;0,1;0,014765;0,015723;0,016049;0,014765;0,015033;0,016049;0,013669;0,017241;0,1;0,1;0,1;0,015033;0,015385;0,1;0,016049;0,014085;0,016959;0,016364
P_115;0,016667;0,015033;0,015385;0,015723;0,014384;0,016364;0,015723;0,013669;0,015385;0,015723;0,015723;0,014384;0,016049;0,015723;0,015385;0,016364;0,1;0,015385;0,014085;0,016959;0,1;0,1;0,016667;0,015385;0,015723;0,1;0,1;0,1;0,017778;0,014384;0,015385;0,015385;0,013669;0,016667;0,016959;0,015033;0,015033;0,016364;0,016049;0,016667;0,015385;0,014384;0,016364;0,015723;0,016667;0,1;0,015033;0,016049;0,1
P_120;0,015385;0,015033;0,014085;0,014765;0,1;0,015385;0,015033;0,015723;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,015723;0,014085;0,014765;0,015033;0,014765;0,014384;0,014085;0,015385;0,015385;0,014384;0,015385;0,015385;0,1;0,1;0,016049;0,016959;0,016364;0,015033;0,015723;0,016049;0,017514;0,015385;0,015723;0,014085;0,014765;0,016364;0,015723;0,014384;0,014765;0,014765;0,015033;0,1;0,1;0,014765
P_125;0,013669;0,014085;0,014765;0,015723;0,015385;0,014765;0,014085;0,014765;0,015033;0,016364;0,014384;0,016049;0,015033;0,014085;0,014384;0,013669;0,015385;0,014384;0,1;0,016049;0,1;0,015385;0,016959;0,014765;0,014085;0,015385;0,1;0,014384;0,014765;0,016364;0,016049;0,014085;0,016049;0,015033;0,015033;0,016364;0,013333;0,1;0,1;0,1;0,014765;0,1;0,1;0,1;0,1;0,014765;0,015033;0,016049;0,013333
P_130;0,1;0,013669;0,016049;0,015723;0,015723;0,016667;0,014085;0,013333;0,013333;0,014765;0,013333;0,012977;0,1;0,1;0,1;0,014085;0,013669;0,016049;0,014765;0,014085;0,015385;0,014085;0,014384;0,012977;0,013669;0,014085;0,014384;0,015033;0,013333;0,013669;0,1;0,013669;0,014085;0,014085;0,015385;0,013669;0,013333;0,013669;0,015033;0,016364;0,014085;0,015033;0,017241;0,013669;0,013333;0,014384;0,1;0,1;0,1
P_135;0,013669;0,012977;0,012598;0,014085;0,013333;0,013333;0,013669;0,014765;0,012598;0,013333;0,014765;0,013333;0,013333;0,012977;0,013669;0,013333;0,012977;0,012195;0,014765;0,014085;0,015385;0,012598;0,013669;0,014085;0,014384;0,014085;0,014384;0,015385;0,013333;0,014384;0,015033;0,1;0,013333;0,013333;0,013333;0,013333;0,016049;0,014384;0,012598;0,013333;0,016364;0,014765;0,014765;0,013669;0,016667;0,014765;0,015385;0,016667;0,014765
P_140;0,1;0,014765;0,014384;0,013669;0,014085;0,012195;0,013333;0,013669;0,012195;0,012195;0,014384;0,016049;0,014085;0,012598;0,013669;0,013333;0,014085;0,013669;0,013333;0,014085;0,014384;0,012977;0,014085;0,012977;0,013333;0,1;0,012598;0,013333;0,015033;0,013333;0,012195;0,014384;0,012977;0,016959;0,014384;0,012977;0,012598;0,1;0,014085;0,1;0,015033;0,013669;0,015723;0,014085;0,013333;0,014765;0,014085;0,013669;0,012977
P_145;0,014765;0,1;0,013669;0,1;0,012598;0,013333;0,012195;0,011765;0,013669;0,013669;0,012598;0,012977;0,012977;0,013669;0,012977;0,012977;0,014384;0,014085;0,012977;0,012598;0,014765;0,014384;0,012977;0,013333;0,012977;0,014085;0,013669;0,012598;0,013669;0,013333;0,014085;0,014765;0,014765;0,1;0,013333;0,012598;0,014085;0,014765;0,1;0,012977;0,014085;0,014085;0,012977;0,013669;0,015723;0,013669;0,014384;0,013333;0,013333
P_150;0,013333;0,013669;0,013669;0,013333;0,012977;0,013333;0,014384;0,014085;0,012598;0,014085;0,012598;0,013669;0,014085;0,012598;0,016667;0,013669;0,012598;0,013669;0,012195;0,013333;0,012977;0,014085;0,012598;0,012977;0,013669;0,012195;0,013669;0,015723;0,013333;0,012195;0,014765;0,013669;0,012598;0,012598;0,012598;0,012598;0,014085;0,015033;0,013669;0,012977;0,012977;0,013669;0,014384;0,013333;0,1;0,1;0,1;0,016959;0,015033
P_155;0,012195;0,012598;0,011765;0,011765;0,1;0,012977;0,014384;0,012195;0,013333;0,1;0,1;0,015385;0,012598;0,012598;0,012598;0,012195;0,012598;0,012598;0,013333;0,013333;0,011765;0,012598;0,012977;0,012977;0,014765;0,012598;0,012977;0,012598;0,012598;0,013669;0,012977;0,012977;0,013333;0,012598;0,012977;0,013669;0,011304;0,012977;0,013669;0,012598;0,1;0,013669;0,012977;0,014085;0,014384;0,012977;0,013669;0,013333;0,015385
P_160;0,013669;0,013669;0,014384;0,010811;0,013333;0,1;0,012977;0,014384;0,012977;0,011765;0,013333;0,012598;0,012977;0,012598;0,011765;0,012195;0,013669;0,012598;0,012977;0,011765;0,014765;0,014085;0,013333;0,1;0,1;0,1;0,013333;0,013669;0,013333;0,012977;0,012195;0,1;0,014765;0,013333;0,011304;0,1;0,012977;0,013333;0,013333;0,013669;0,011765;0,012977;0,013669;0,013333;0,013333;0,012977;0,011765;0,1;0,013669
P_165;0,011765;0,012195;0,012977;0,011304;0,012598;0,1;0,013333;0,1;0,1;0,013333;0,012195;0,012195;0,011765;0,012598;0,012977;0,012977;0,012195;0,012195;0,012195;0,012977;0,014384;0,012195;0,011304;0,014765;0,012195;0,015033;0,013333;0,012195;0,012977;0,012598;0,013669;0,012598;0,013333;0,012977;0,012977;0,012195;0,014085;0,1;0,011765;0,1;0,012977;0,013333;0,012195;0,012598;0,014384;0,012195;0,012195;0,012977;0,012195
P_170;0,012977;0,012598;0,012977;0,1;0,010811;0,012977;0,011304;0,012977;0,012195;0,012195;0,012195;0,012195;0,012195;0,011765;0,011304;0,013333;0,012977;0,011304;0,011765;0,012598;0,012195;0,010811;0,012977;0,012977;0,011765;0,012195;0,012195;0,012598;0,012195;0,1;0,1;0,012977;0,012598;0,012195;0,012598;0,1;0,012195;0,011765;0,012598;0,012598;0,012598;0,014384;0,012977;0,011765;0,012598;0,012598;0,012598;0,1;0,1
P_175;0,011304;0,012195;0,013333;0,011765;0,012598;0,011765;0,011304;0,011304;0,012195;0,1;0,1;0,012195;0,012977;0,012977;0,012195;0,012195;0,012195;0,013333;0,012195;0,014384;0,011765;0,011765;0,012598;0,011304;0,012598;0,1;0,011765;0,011304;0,012598;0,1;0,011765;0,1;0,012977;0,011304;0,011765;0,011304;0,012598;0,011304;0,1;0,010811;0,011765;0,013333;0,011765;0,012195;0,012598;0,012977;0,012977;0,012977;0,012977
P_180;0,011304;0,011765;0,012977;0,011765;0,013333;0,012195;0,011304;0,011304;0,012598;0,013333;0,012598;0,012977;0,012977;0,010377;0,011304;0,011765;0,012195;0,012195;0,011304;0,011765;0,010377;0,011765;0,013333;0,012977;0,011765;0,1;0,1;0,012977;0,012195;0,015723;0,012977;0,012195;0,011765;0,012598;0,011304;0,012598;0,013333;0,012598;0,011765;0,1;0,012977;0,012977;0,014384;0,010811;0,011765;0,013669;0,012195;0,011765;0,013333
P_185;0,1;0,011765;0,011765;0,011765;0,011765;0,012195;0,012195;0,012598;0,011765;0,012598;0,1;0,012977;0,012598;0,012977;0,011765;0,012977;0,012977;0,012598;0,010811;0,013333;0,011765;0,1;0,010811;0,011304;0,012598;0,010377;0,011765;0,012977;0,012195;0,012977;0,013333;0,010811;0,010811;0,012195;0,012195;0,012195;0,012977;0,1;0,011765;0,012598;0,012195;0,011765;0,012598;0,010811;0,012195;0,012598;0,012977;0,011304;0,1
P_190;0,010811;0,012598;0,011304;0,011765;0,011765;0,011765;0,011304;0,012195;0,012598;0,011765;0,011765;0,012195;0,010811;0,012195;0,012195;0,010377;0,011304;0,010811;0,1;0,1;0,012195;0,012977;0,1;0,011304;0,011765;0,011304;0,012977;0,011304;0,011765;0,011765;0,012195;0,010811;0,013333;0,011304;0,011765;0,011304;0,011304;0,012195;0,011304;0,011304;0,011304;0,012195;0,012598;0,010811;0,011304;0,011765;0,011765;0,012195;0,012195
P_195;0,011765;0,011304;0,011765;0,1;0,010811;0,012598;0,010377;0,011304;0,010377;0,010377;0,010811;0,013669;0,010811;0,012195;0,012195;0,011304;0,010377;0,011304;0,012598;0,011304;0,012977;0,011765;0,010811;0,011765;0,012195;0,010811;0,011304;0,011304;0,011304;0,012598;0,012195;0,010811;0,011304;0,1;0,010377;0,011765;0,011304;0,011765;0,010811;0,012195;0,012195;0,010811;0,010811;0,011304;0,012195;0,012195;0,011765;0,010811;0,011765
P_200;0,012598;0,010811;0,010377;0,011304;0,012195;0,011304;0,011765;0,010377;0,012598;0,013333;0,012195;0,010811;0,010377;0,013333;0,012195;0,012195;0,011765;0,011304;0,011304;0,010811;0,011304;0,010377;0,012195;0,011304;0,010811;0,010811;0,010377;0,011765;0,010811;0,012195;0,011304;0,011304;0,011765;0,009901;0,011304;0,011304;0,011765;0,012195;0,011304;0,010811;0,011765;0,012195;0,012977;0,012195;0,012598;0,012195;0,010811;0,011765;0,010811
P_205;0,012977;0,011304;0,010811;0,011304;0,1;0,011304;0,010377;0,012598;0,012195;0,011765;0,010377;0,011304;0,010811;0,011304;0,1;0,1;0,010377;0,011304;0,011765;0,012195;0,010811;0,1;0,009375;0,012598;0,012195;0,010377;0,010811;0,011765;0,011304;0,009901;0,011304;0,011765;0,011304;0,012195;0,012598;0,010377;0,010377;0,012195;0,011304;0,012195;0,010811;0,012598;0,011304;0,012977;0,011304;0,011304;0,012195;0,010811;0,012195
P_210;0,010377;0,011304;0,012195;0,012598;0,010377;0,010377;0,009901;0,010377;0,011304;0,010811;0,010811;0,011304;0,010377;0,010377;0,011304;0,012195;0,013333;0,011765;0,011765;0,012195;0,010811;0,010811;0,011765;0,011304;0,011304;0,010377;0,010811;0,010811;0,011765;0,010377;0,013669;0,011304;0,011304;0,011304;0,012195;0,010811;0,010811;0,011304;0,012195;0,012598;0,010811;0,013333;0,012195;0,1;0,1;0,013333;0,010811;0,011304;0,010377
P_215;0,012195;0,011765;0,010811;0,011304;0,012195;0,011304;0,011304;0,010811;0,010811;0,010811;0,1;0,010811;0,010377;0,011304;0,009901;0,011304;0,010811;0,009901;0,010377;0,009375;0,011765;0,010377;0,010377;0,012977;0,014085;0,010377;0,010811;0,011304;0,011304;0,011765;0,011765;0,011304;0,012195;0,011765;0,011304;0,011304;0,011765;0,012598;0,009375;0,011304;0,012195;0,011765;0,010811;0,009901;0,010377;0,011304;0,010811;0,1;0,1
P_220;0,010377;0,011304;0,009901;0,010811;0,011304;0,011304;0,010377;0,012195;0,012977;0,010377;0,010811;0,011304;0,011304;0,009901;0,011304;0,010377;0,009901;0,011304;0,011304;0,1;0,013669;0,010377;0,010377;0,010377;0,012195;0,010811;0,011765;0,010377;0,010811;0,011304;0,010811;0,010811;0,011765;0,009901;0,010811;0,1;0,011304;0,009901;0,011304;0,010811;0,010811;0,010377;0,1;0,010377;0,010377;0,009901;0,009901;0,1;0,009901
P_225;0,011304;0,010811;0,010811;0,010811;0,012195;0,012195;0,009901;0,010377;0,010811;0,010377;0,011765;0,011765;0,010377;0,011765;0,010811;0,011304;0,010377;0,011765;0,010377;0,009901;0,009901;0,009901;0,009375;0,010377;0,010377;0,011304;0,009901;0,011304;0,010377;0,011304;0,009375;0,011304;0,010811;0,010811;0,009901;0,011765;0,010811;0,009901;0,010377;0,010377;0,011765;0,010377;0,009901;0,012195;0,011304;0,010377;0,009901;0,012598;0,009375
P_230;0,009901;0,010377;0,010377;0,010811;0,010377;0,010811;0,1;0,009901;0,009901;0,010377;0,010377;0,012195;0,009901;0,011304;0,010377;0,011304;0,009901;0,011765;0,011304;0,010811;0,010377;0,010377;0,010377;0,011304;0,010377;0,009901;0,010377;0,010811;0,012598;0,011765;0,009901;0,011304;0,009901;0,010377;0,012195;0,009901;0,010811;0,010811;0,012195;0,010377;0,1;0,1;0,011304;0,011304;0,011304;0,010377;0,009901;0,012195;0,009901
P_235;0,010811;0,010377;0,011765;0,010811;0,009375;0,011765;0,011304;0,009375;0,011765;0,009901;0,010377;0,009375;0,010377;0,011765;0,009901;0,012598;0,009901;0,012195;0,010377;0,010377;0,010377;0,010377;0,010377;0,010811;0,010377;0,009901;0,012195;0,011304;0,012598;0,011304;0,011304;0,010377;0,010377;0,009901;0,010377;0,010377;0,010377;0,010811;0,011765;0,009901;0,009901;0,010811;0,010377;0,010811;0,010377;0,012195;0,010811;0,009901;0,013333
P_240;0,011304;0,009901;0,009375;0,009901;0,009901;0,009375;0,009901;0,011304;0,010811;0,011304;0,010377;0,012195;0,010377;0,008889;0,012195;0,009375;0,012195;0,009375;0,011304;0,010811;0,010377;0,008889;0,010377;0,1;0,1;0,009901;0,012977;0,010377;0,010377;0,011304;0,010811;0,010377;0,009901;0,1;0,009901;0,009375;0,010377;0,010811;0,010811;0,011304;0,011765;0,010377;0,009375;0,010377;0,011765;0,011765;0,011765;0,1;0,009901
P_245;0,010811;0,010811;0,009901;0,010377;0,010811;0,010811;0,010811;0,011304;0,010377;0,009901;0,010811;0,010811;0,009901;0,009901;0,010377;0,009901;0,010377;0,008889;0,008889;0,010811;0,010377;0,010377;0,009901;0,010377;0,1;0,008235;0,009901;0,012195;0,1;0,009901;0,011304;0,011304;0,011304;0,010377;0,009375;0,009901;0,010377;0,010377;0,1;0,010377;0,010811;0,008889;0,011304;0,009901;0,009901;0,010377;0,009901;0,011765;0,010377
P_250;0,010377;0,010811;0,010377;0,008889;0,010811;0,009901;0,009901;0,009375;0,009901;0,011304;0,010377;0,010377;0,010811;0,009375;0,009375;0,008889;0,009901;0,1;0,1;0,009901;0,011304;0,010811;0,011304;0,010811;0,009375;0,012195;0,010377;0,010377;0,010811;0,011765;0,010377;0,008889;0,009901;0,009901;0,010811;0,010377;0,009901;0,010377;0,010377;0,009375;0,012977;0,011304;0,011765;0,010377;0,010377;0,010811;0,010377;0,009375;0,009375
P_255;0,010811;0,010377;0,010377;0,010377;0,010811;0,010811;0,012195;0,009901;0,009901;0,011304;0,010377;0,009901;0,009375;0,010811;0,009375;0,009901;0,010377;0,010377;0,009901;0,009901;0,009901;0,010811;0,010811;0,010377;0,009901;0,009375;0,009901;0,011765;0,009901;0,009375;0,010811;0,009375;0,010811;0,009901;0,010811;0,010811;0,011304;0,009901;0,009901;0,010377;0,011304;0,009901;0,010811;0,011304;0,008889;0,009901;0,010377;0,009375;0,010377
P_260;0,1;0,009375;0,009375;0,010377;0,009901;0,009901;0,009375;0,1;0,1;0,009901;0,009375;0,009375;0,011304;0,009375;0,009901;0,010377;0,008889;0,010377;0,008889;0,008889;0,009375;0,009901;0,009901;0,009901;0,010377;0,009901;0,011765;0,011304;0,009901;0,009901;0,009375;0,010377;0,011765;0,009901;0,010377;0,009375;0,009375;0,010377;0,009375;0,010811;0,010811;0,008889;0,010377;0,011304;0,012977;0,010377;0,1;0,1;0,009901
P_265;0,010377;0,009901;0,010377;0,008889;0,011304;0,010377;0,009901;0,009901;0,010811;0,009901;0,011304;0,010377;0,009375;0,012195;0,009901;0,008889;0,009901;0,011304;0,009901;0,011304;0,010811;0,009375;0,1;0,009901;0,008889;0,009901;0,008889;0,009901;0,010377;0,008889;0,010811;0,009375;0,010811;0,008889;0,009901;0,010377;0,009375;0,009901;0,009901;0,008889;0,009901;0,1;0,009375;0,1;0,010811;0,010377;0,009901;0,010377;0,010377
P_270;0,008889;0,008889;0,009375;0,011765;0,009901;0,010811;0,010811;0,009375;0,009375;0,010377;0,010811;0,009375;0,008889;0,009901;0,1;0,010811;0,009375;0,010377;0,009901;0,008889;0,009375;0,009375;0,009375;0,010811;0,1;0,009375;0,009901;0,008889;0,009375;0,010377;0,010377;0,1;0,008889;0,010377;0,008889;0,010811;0,011304;0,011765;0,009901;0,009375;0,010377;0,009901;0,010811;0,010377;0,010377;0,008889;0,010811;0,009901;0,009901
P_275;0,009901;0,008235;0,009375;0,009375;0,008889;0,009901;0,009375;0,010377;0,009375;0,009901;0,009901;0,1;0,010811;0,008235;0,010377;0,010377;0,008889;0,010377;0,008889;0,008889;0,010377;0,010377;0,010811;0,011304;0,009901;0,010377;0,009375;0,011304;0,009375;0,011765;0,012195;0,009901;0,010811;0,010811;0,009375;0,010377;0,009901;0,009375;0,010377;0,010377;0,009375;0,010811;0,010811;0,010377;0,009375;0,010377;0,008889;0,009901;0,010811
P_280;0,009375;0,011304;0,009375;0,009901;0,008235;0,008889;0,011765;0,011765;0,009901;0,008889;0,009375;0,008235;0,010377;0,008889;0,010377;0,008889;0,008889;0,009901;0,009901;0,009901;0,010377;0,008889;0,011304;0,009901;0,009375;0,010377;0,010377;0,010811;0,010811;0,009375;0,010377;0,009901;0,009375;0,009375;0,009901;0,009901;0,009375;0,008889;0,011765;0,009375;0,009901;0,008889;0,009375;0,009901;0,009901;0,008889;0,008889;0,010377;0,009375
P_285;0,009901;0,009375;0,010377;0,009375;0,010377;0,008889;0,010377;0,010377;0,009375;0,009375;0,008889;0,010377;0,010377;0,011304;0,1;0,009375;0,009901;0,008889;0,010377;0,008889;0,010377;0,009901;0,008889;0,009375;0,009901;0,010377;0,010377;0,010377;0,009901;0,009375;0,009901;0,008889;0,010377;0,012195;0,009375;0,009901;0,009901;0,009375;0,010377;0,009901;0,008889;0,009375;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,008235
